Tahun;Provinsi;Kabupaten/Kota;Sisa Makanan (%);Kayu-Ranting (%);Kertas-Karton (%);Plastik(%);Logam(%);Kain(%);Karet- Kulit (%);Kaca(%);Lainnya(%)
2022;Aceh;Kab. Aceh Selatan;;;;;;;;;
2022;Aceh;Kab. Aceh Tenggara;41;11;2;18;2;5;17;4;
2022;Aceh;Kab. Aceh Timur;37;14;5;26;5;3;2;4;4
2022;Aceh;Kab. Aceh Barat;41,8;13,3;10,7;18,2;3,1;2,6;1,8;2;6,5
2022;Aceh;Kab. Pidie;8,5;7,5;19,3;35,7;4;1;3;2;19
2022;Aceh;Kab. Simeulue;5,18;13,05;11,93;35,73;16,88;6,65;5,55;2,03;3
2022;Aceh;Kab. Aceh Singkil;30;10;15;22;2;5;3;2;11
2022;Aceh;Kab. Aceh Barat Daya;32,5;11;20;12;11;1,5;3;4;5
2022;Aceh;Kab. Gayo Lues;35;23;5;25;;;;2;10
2022;Aceh;Kab. Aceh Jaya;65;1;11;14;3,5;1;1;2,5;1
2022;Aceh;Kab. Nagan Raya;38;14;11;20;1;1;2;1;12
2022;Aceh;Kab. Aceh Tamiang;35;15;15;30;1;1;1;1;1
2022;Aceh;Kab. Bener Meriah;21;25;19;18;3;3;3;3;5
2022;Aceh;Kab. Pidie Jaya;19;26,3;13;26;2,5;3,5;3,7;3,5;2,5
2022;Aceh;Kota Banda Aceh;32,4;20,6;3;4,8;4,6;6,8;13,2;4,75;9,85
2022;Aceh;Kota Sabang;26,5;16,6;10,5;22,6;6,1;4,3;4,3;3,7;5,4
2022;Aceh;Kota Langsa;19;20;8;12;14;10;7;8;2
2022;Aceh;Kota Subulussalam;28;15;10;18;2;7;8;2;10
2022;Sumatera Utara;Kab. Tapanuli Tengah;54,6;0,01;11,39;13,15;0,37;3,28;0,84;1,59;14,77
2022;Sumatera Utara;Kab. Nias;;;;;;;;;
2022;Sumatera Utara;Kab. Langkat;38;30;24;7;0,2;0,2;0,1;;
2022;Sumatera Utara;Kab. Deli Serdang;20,5;24;13,8;20,2;6;5;3;2;5,5
2022;Sumatera Utara;Kab. Simalungun;5,5;1,93;15,44;20,46;0,37;7,7;4,5;8,6;35,5
2022;Sumatera Utara;Kab. Asahan;;;;;;;;;
2022;Sumatera Utara;Kab. Toba;;;;;;;;;
2022;Sumatera Utara;Kab. Humbang Hasundutan;12;55;10;13;3;1;0,2;0,8;5
2022;Sumatera Utara;Kota Medan;;;;;;;;;
2022;Sumatera Utara;Kota Pematang Siantar;45;6;12;10;5;3;4;4;11
2022;Sumatera Utara;Kota Tebing Tinggi;62,7;1,73;11,43;16,65;0,73;2,6;0,71;1,83;1,62
2022;Sumatera Utara;Kota Padangsidimpuan;49,93;7,58;13,56;12,71;0,38;3,29;1,13;2,17;9,25
2022;Sumatera Barat;Kab. Pesisir Selatan;20,4;19,6;23;19;16;0,42;1,58;;
2022;Sumatera Barat;Kab. Solok;29;20;12;22;2;2;2;2;9
2022;Sumatera Barat;Kab. Sijunjung;20,8;38,12;16,48;20;3,9;0,4;0,3;;
2022;Sumatera Barat;Kab. Tanah Datar;69,34;;8,63;6;2,24;1,57;;3,33;8,89
2022;Sumatera Barat;Kab. Padang Pariaman;31,82;;12,78;43,77;0,21;0,78;2,07;0,54;8,03
2022;Sumatera Barat;Kab. Agam;70;4,02;6;8;2;0,28;0,1;0,6;9
2022;Sumatera Barat;Kab. Lima Puluh Kota;;;;;;;;;
2022;Sumatera Barat;Kab. Pasaman;66,28;2,1;11,41;11,25;2,93;1,41;1,36;1,86;1,4
2022;Sumatera Barat;Kab. Dharmasraya;;;;;;;;;
2022;Sumatera Barat;Kab. Solok Selatan;34,25;0,78;16,35;25,69;0,13;0,59;0,55;2,41;19,25
2022;Sumatera Barat;Kab. Pasaman Barat;40;10;15;20;5;;;5;5
2022;Sumatera Barat;Kota Padang;62,8;6,84;5,7;12,4;0,19;3,3;1,5;2,4;4,87
2022;Sumatera Barat;Kota Solok;45,7;10,02;11,1;23,2;0,84;0,6;0,21;1,1;7,23
2022;Sumatera Barat;Kota Sawahlunto;46;10;11;14;3;5;4;5;2
2022;Sumatera Barat;Kota Padang Panjang;43,15;23,56;14,35;12,67;1,5;0,95;0,8;1,19;1,83
2022;Sumatera Barat;Kota Bukittinggi;61,12;1,14;16,5;18,72;0,46;0,89;;0,5;0,67
2022;Sumatera Barat;Kota Payakumbuh;51,62;7,43;11,42;21,54;0,65;1,56;0,57;0,87;4,34
2022;Sumatera Barat;Kota Pariaman;54,18;10,95;14,56;13,77;1,66;0,91;0,65;1,61;1,71
2022;Riau;Kab. Indragiri Hulu;20;10;10;20;5;5;5;5;20
2022;Riau;Kab. Bengkalis;72,9;3,62;2,89;5,02;0,52;0,96;0,91;1,98;10,66
2022;Riau;Kab. Rokan Hulu;30,5;6;8,8;20,2;0,7;3,9;1,2;1,3;27,4
2022;Riau;Kab. Rokan Hilir;14;22;15;32;3;4;2;2;6
2022;Riau;Kab. Siak;39;15;10;26;1;2;2;3;2
2022;Riau;Kab. Kuantan Singingi;;;;;;;;;
2022;Riau;Kota Pekanbaru;59;3;12;10;2;1;1;1;11
2022;Riau;Kota Dumai;48,97;7,5;5,3;8,95;2,27;3,72;2,5;2,79;18
2022;Jambi;Kab. Merangin;;;;;;;;;
2022;Jambi;Kab. Sarolangun;61,2;1,79;11,2;23,39;0,07;0,7;0,14;0,26;1,25
2022;Jambi;Kab. Bungo;60,5;4,1;14,1;5,9;1,8;1,5;5,15;1;5,95
2022;Jambi;Kota Jambi;16,11;23,84;7,38;44,07;0,89;0,57;1,23;0,3;5,61
2022;Jambi;Kota Sungai Penuh;24;;18;20;15;9;11;;3
2022;Sumatera Selatan;Kab. Ogan Komering Ulu;35;25;10;15;7;3;2;3;
2022;Sumatera Selatan;Kab. Muara Enim;61,02;8,07;7,38;17,18;1,14;1,33;0,36;0,31;3,21
2022;Sumatera Selatan;Kab. Lahat;60;10,1;2;14;1,74;5,5;0,26;0,9;5,5
2022;Sumatera Selatan;Kab. Musi Rawas;;;;;;;;;
2022;Sumatera Selatan;Kab. Musi Banyuasin;;;;;;;;;
2022;Sumatera Selatan;Kab. Banyuasin;39,15;8,53;16;13,28;0,98;1,57;1,99;1,4;17,1
2022;Sumatera Selatan;Kab. Ogan Komering Ulu Timur;12;9;22;27;3;5;3;2;17
2022;Sumatera Selatan;Kab. Penukal Abab Lematang Ilir;60,3;5,6;10,28;17,2;4,55;0,55;0,15;0,42;0,95
2022;Sumatera Selatan;Kota Palembang;53;5,5;14;17;1,5;3;4;1;1
2022;Sumatera Selatan;Kota Prabumulih;50,56;9,8;6,02;26,6;1,84;1,8;0,6;1,8;0,98
2022;Bengkulu;Kab. Bengkulu Utara;31,6;37,5;7,4;6,3;5,1;0,8;2,9;2,5;5,9
2022;Bengkulu;Kab. Seluma;59;7;9;9;10;1;1;1;3
2022;Bengkulu;Kab. Lebong;64,45;8,57;8,56;12,86;0,2;0,89;1,6;0,07;2,8
2022;Lampung;Kab. Lampung Tengah;41;1;2;24;1;19;8;3;1
2022;Lampung;Kab. Tanggamus;31;24,37;13,22;21;0,44;0,65;0,14;1,72;7,36
2022;Lampung;Kab. Way Kanan;61;19;4;8;4;1;2;1;
2022;Lampung;Kab. Pringsewu;50;15;5;20;1;0,25;0,25;0,25;8,25
2022;Lampung;Kab. Tulang Bawang Barat;;;;;;;;;
2022;Lampung;Kota Bandar Lampung;40,4;12,9;11,7;17,4;3,1;2,5;1,8;2,3;7,9
2022;Lampung;Kota Metro;56,47;6,24;9,4;24,07;0,56;1,25;0,27;0,88;0,86
2022;Kepulauan Bangka Belitung;Kab. Bangka;39,85;13,96;12,07;16,97;3,37;2,69;1,98;2,31;6,8
2022;Kepulauan Bangka Belitung;Kab. Belitung;1;28;2;63;0,01;1;2,54;2,4;0,05
2022;Kepulauan Bangka Belitung;Kab. Bangka Tengah;41,9;8,5;3,8;14,3;3,9;4,9;;5,5;17,2
2022;Kepulauan Bangka Belitung;Kab. Belitung Timur;57;;5;17;2;2;2;1;14
2022;Kepulauan Riau;Kab. Bintan;41;5,8;24;16,4;1;1,5;3,2;2,5;4,6
2022;Kepulauan Riau;Kab. Karimun;23;19;24;24,5;4;2,5;1,5;1,2;0,3
2022;Kepulauan Riau;Kab. Natuna;;;;;;;;;
2022;Kepulauan Riau;Kab. Lingga;41,2;13,6;18,3;10,2;1,8;8,9;3,9;1,9;0,2
2022;Kepulauan Riau;Kab. Kepulauan Anambas;;;;;;;;;
2022;Kepulauan Riau;Kota Batam;;;;;;;;;
2022;Kepulauan Riau;Kota Tanjung Pinang;;;;;;;;;
2022;DKI Jakarta;Kab. Adm. Kep. Seribu;25,5;31,59;12,17;19,18;1,27;0,74;0,44;2,03;7,08
2022;DKI Jakarta;Kota Adm. Jakarta Pusat;;;;;;;;;
2022;DKI Jakarta;Kota Adm. Jakarta Utara;;;;;;;;;
2022;DKI Jakarta;Kota Adm. Jakarta Barat;;;;;;;;;
2022;DKI Jakarta;Kota Adm. Jakarta Selatan;;;;;;;;;
2022;DKI Jakarta;Kota Adm. Jakarta Timur;;;;;;;;;
2022;Jawa Barat;Kab. Bandung;;;;;;;;;
2022;Jawa Barat;Kab. Garut;59,3;;6,3;20,5;1;2,6;;3,4;6,9
2022;Jawa Barat;Kab. Ciamis;38;0,4;16;20;10;4;1;10,2;0,4
2022;Jawa Barat;Kab. Kuningan;40;17;10;16;4;3;2;2;6
2022;Jawa Barat;Kab. Sumedang;20;15;5;40;3;3;2;2;10
2022;Jawa Barat;Kab. Indramayu;27;6,4;25;35,8;1;1,8;0,8;0,7;1,5
2022;Jawa Barat;Kab. Karawang;64;1;9;14;2;1;;1;8
2022;Jawa Barat;Kab. Bekasi;;;;;;;;;
2022;Jawa Barat;Kota Bogor;40;14;20;15;1;2,5;0,5;1;6
2022;Jawa Barat;Kota Sukabumi;39,98;13,98;13,98;17,03;3,3;2,75;2;2,3;4,68
2022;Jawa Barat;Kota Bandung;44,52;3,98;13,12;16,7;0,9;4,75;2,38;1,97;11,68
2022;Jawa Barat;Kota Bekasi;65,2;7,2;4,2;15,6;0,2;6,3;0,5;0,5;0,3
2022;Jawa Barat;Kota Cimahi;;50,6;8,6;15,6;3,1;5,3;;3;13,8
2022;Jawa Barat;Kota Tasikmalaya;48,7;;5,8;5,4;0,2;1,9;;6,3;31,6
2022;Jawa Barat;Kota Banjar;;;;;;;;;
2022;Jawa Tengah;Kab. Cilacap;57,67;1,71;9,71;16,42;1,33;1,25;;1,17;10,74
2022;Jawa Tengah;Kab. Banyumas;36;6;6;30;9;5;3;5;
2022;Jawa Tengah;Kab. Purbalingga;60,47;2,09;8,95;18,49;0,68;2,34;5,14;0,87;0,97
2022;Jawa Tengah;Kab. Kebumen;30;36,8;7;12;7;4;2;1;0,2
2022;Jawa Tengah;Kab. Purworejo;16;52;2;15;1;1,5;0,2;1,5;10
2022;Jawa Tengah;Kab. Wonosobo;68,93;1,5;12,57;10,11;3,5;0,6;0,31;1,14;1,34
2022;Jawa Tengah;Kab. Boyolali;;;;;;;;;
2022;Jawa Tengah;Kab. Klaten;67,42;3,82;10,46;15,05;0,1;0,42;0,08;0,65;2
2022;Jawa Tengah;Kab. Sukoharjo;60,8;1,88;9,81;17,03;1,98;2,28;1,82;1,27;3,13
2022;Jawa Tengah;Kab. Wonogiri;25;10;20;25;5;5;2,5;5;2,5
2022;Jawa Tengah;Kab. Karanganyar;63;2;5;20;1;2;2;3;2
2022;Jawa Tengah;Kab. Sragen;74,3;0,8;8,9;11,2;0,5;1,8;0,3;1,8;0,4
2022;Jawa Tengah;Kab. Grobogan;;;;;;;;;
2022;Jawa Tengah;Kab. Blora;26;6;15;38;8;2;1,5;3;0,5
2022;Jawa Tengah;Kab. Rembang;38,12;1,59;13,38;34,45;0,93;1,88;0,77;1,33;7,55
2022;Jawa Tengah;Kab. Kudus;24,71;21,11;15,9;18,29;6,55;4,53;3,02;4,8;1,09
2022;Jawa Tengah;Kab. Jepara;53,31;0,96;8,79;23,36;0,69;2,44;0,94;1,16;8,35
2022;Jawa Tengah;Kab. Demak;47;4;15;22;0,05;0,05;5;2,9;4
2022;Jawa Tengah;Kab. Semarang;;;;;;;;;
2022;Jawa Tengah;Kab. Temanggung;32,9;18,85;5,39;17,44;7,06;2,01;2;2,06;12,29
2022;Jawa Tengah;Kab. Kendal;83;6,61;0,72;5,26;0,09;0,8;0,03;0,14;3,35
2022;Jawa Tengah;Kab. Batang;28;13;13;16;7;6;3;6;8
2022;Jawa Tengah;Kab. Pekalongan;7;8,2;6,5;10,2;0,8;3;2;0,2;62,1
2022;Jawa Tengah;Kab. Pemalang;;;;;;;;;
2022;Jawa Tengah;Kab. Tegal;35;11;12;14;7;6;3;7;5
2022;Jawa Tengah;Kab. Brebes;5;50;5;25;4;4;1;1;5
2022;Jawa Tengah;Kota Magelang;33,7;13,3;18,8;21,5;0,8;1,8;0,5;3,7;5,9
2022;Jawa Tengah;Kota Surakarta;38,18;5,64;13,64;22,73;3,64;7,27;;;8,9
2022;Jawa Tengah;Kota Salatiga;;;24,6;5,54;12,3;6,16;;12,91;20,72
2022;Jawa Tengah;Kota Semarang;60,79;;10,18;17,2;1,22;4,94;1;1,79;2,88
2022;Jawa Tengah;Kota Tegal;;;;;;;;;
2022;D.I. Yogyakarta;Kab. Kulon Progo;67,18;;12,6;17,22;1,68;0,21;;1,11;
2022;D.I. Yogyakarta;Kab. Gunungkidul;;;;;;;;;
2022;D.I. Yogyakarta;Kota Yogyakarta;46,45;0,25;17,4;31,05;0,55;1,05;0,6;1,05;1,6
2022;Jawa Timur;Kab. Pacitan;34;4,5;8,3;35;5;8;3;2;0,2
2022;Jawa Timur;Kab. Ponorogo;44,76;0,36;16,53;21,89;0,48;6,62;1,43;0,6;7,33
2022;Jawa Timur;Kab. Trenggalek;67,48;3,55;10,77;11,62;1;1,05;1,14;1,6;1,79
2022;Jawa Timur;Kab. Tulungagung;46;15,6;7,5;12,5;5;4,8;2;2;4,6
2022;Jawa Timur;Kab. Kediri;46,4;22,47;4,28;11,31;0,2;2,02;0,63;4,75;7,94
2022;Jawa Timur;Kab. Malang;60,64;6,51;13,2;15,26;0,27;1,12;0,4;0,67;1,93
2022;Jawa Timur;Kab. Lumajang;40,25;17,35;10,65;17,8;1,15;3,25;1,45;1,5;6,6
2022;Jawa Timur;Kab. Jember;50;5;5;30;1;;5;1;3
2022;Jawa Timur;Kab. Banyuwangi;;;;;;;;;
2022;Jawa Timur;Kab. Situbondo;44,4;13,8;16,2;24;0,2;0,6;0,2;0,2;0,4
2022;Jawa Timur;Kab. Mojokerto;47,88;1,91;19,54;21,07;0,53;0,47;0,17;0,24;8,19
2022;Jawa Timur;Kab. Jombang;48,85;7,27;7,93;12,5;1,24;2,71;1,33;1,24;16,93
2022;Jawa Timur;Kab. Nganjuk;61,5;2;13,1;12,3;6;1;1;1;2,1
2022;Jawa Timur;Kab. Magetan;35;25;8;15;1;1;2;3;10
2022;Jawa Timur;Kab. Ngawi;38,3;3,8;10,4;30,6;2,4;2,3;3,7;3,5;5
2022;Jawa Timur;Kab. Bojonegoro;45;34;3;7;1;0,5;0,5;1;8
2022;Jawa Timur;Kab. Tuban;58,52;15,32;5,78;11,02;0,17;1,62;0,1;1,33;6,14
2022;Jawa Timur;Kab. Gresik;55,29;10,29;4,47;11,58;0,47;4,84;2,02;1,37;9,67
2022;Jawa Timur;Kab. Sampang;45;11;10;15;1;2;1;1;14
2022;Jawa Timur;Kab. Pamekasan;55;4;7;13;3;5;2;2;9
2022;Jawa Timur;Kab. Sumenep;;;;;;;;;
2022;Jawa Timur;Kota Kediri;56,4;8,2;12,8;12;4,5;2,4;1,4;0,9;1,4
2022;Jawa Timur;Kota Blitar;53;13,6;5,2;9,1;0,8;2,9;3;3,4;9
2022;Jawa Timur;Kota Malang;54,39;13,6;4,47;13,66;0,98;0,52;0,21;1,78;10,39
2022;Jawa Timur;Kota Probolinggo;61,55;4,06;9,12;19,29;0,74;0,93;1,43;0,86;2,02
2022;Jawa Timur;Kota Pasuruan;5,61;16,82;31,06;34,59;4,52;0,38;0,44;4,53;2,05
2022;Jawa Timur;Kota Mojokerto;73,1;0,02;9,51;13,45;0,32;0,9;0,11;0,49;2,1
2022;Jawa Timur;Kota Madiun;81;1,5;7,9;4;2,5;0,9;0,9;0,8;0,5
2022;Jawa Timur;Kota Surabaya;;;;;;;;;
2022;Jawa Timur;Kota Batu;4;2;6;4;1;;;1;
2022;Banten;Kab. Lebak;30;12;10;15;8;5;5;10;5
2022;Banten;Kab. Tangerang;38,15;19,5;14,89;18,6;1,55;3,16;0,83;2,28;1,04
2022;Banten;Kab. Serang;;;;;;;;;
2022;Banten;Kota Tangerang;57,65;0,44;13,18;19,66;1,07;2,32;0,8;0,37;4,51
2022;Banten;Kota Cilegon;40;17;10;16;4;;;1;
2022;Banten;Kota Serang;66,05;5,06;8,1;20,05;0,3;0,13;0,21;0,09;0,01
2022;Banten;Kota Tangerang Selatan;35,63;14,08;13,45;17,36;0,38;0,67;0,48;0,85;17,1
2022;Bali;Kab. Jembrana;27,37;47,94;0,84;19,04;0,71;0,03;3,13;0,61;0,33
2022;Bali;Kab. Badung;16;33,9;11,1;28,4;2,6;2,1;0,67;0,9;4,33
2022;Bali;Kab. Gianyar;;;;;;;;;
2022;Bali;Kab. Klungkung;29;41;4;14;1;;7;;4
2022;Bali;Kab. Bangli;13;69;1,8;5,5;3,4;0,01;1,03;3,2;3,06
2022;Bali;Kab. Karangasem;59;10;18;8;1;1;1;1;1
2022;Bali;Kab. Buleleng;4;68,41;6,69;14,69;0,23;1,79;0,52;0,77;2,9
2022;Bali;Kota Denpasar;6,57;69,85;6,34;8,21;1,52;0,47;0,55;1,12;5,37
2022;Nusa Tenggara Barat;Kab. Lombok Barat;20;11,4;19,3;0,78;9,7;0,3;7,6;0,1;9
2022;Nusa Tenggara Barat;Kab. Lombok Tengah;55;;9;13;10;;;;13
2022;Nusa Tenggara Barat;Kab. Lombok Timur;36;23;3,5;19;7;4;3;4;0,5
2022;Nusa Tenggara Barat;Kab. Sumbawa;38,21;8,18;12,19;20,34;2,36;0,51;0,68;4,28;13,25
2022;Nusa Tenggara Barat;Kab. Bima;40;5;5;20;;;;;30
2022;Nusa Tenggara Barat;Kab. Lombok Utara;60;5;5;15;5;2;2;2;4
2022;Nusa Tenggara Barat;Kota Mataram;;;;;;;;;
2022;Nusa Tenggara Barat;Kota Bima;34;22;7;20;6;5;2;4;
2022;Nusa Tenggara Timur;Kab. Manggarai Barat;20;25;15;28;3;2;;5;2
2022;Nusa Tenggara Timur;Kota Kupang;28,5;16,5;14;20,5;5;3;1,5;2,5;8,5
2022;Kalimantan Barat;Kab. Sambas;40;5,6;14,2;25;0,3;1;0,9;2;11
2022;Kalimantan Barat;Kab. Mempawah;1;8,1;1,6;13,4;15,1;;8,3;;52,5
2022;Kalimantan Barat;Kab. Sanggau;;;;;;;;;
2022;Kalimantan Barat;Kab. Kapuas Hulu;44,77;1,32;12,8;28,62;2,2;1,51;2,56;2,29;3,93
2022;Kalimantan Barat;Kota Pontianak;12;;;;;;;;
2022;Kalimantan Barat;Kota Singkawang;76;;8,4;7,8;3,6;;;;4,2
2022;Kalimantan Tengah;Kab. Kapuas;;;;;;;;;
2022;Kalimantan Tengah;Kab. Barito Selatan;80;12;4;1;1;1;;;1
2022;Kalimantan Tengah;Kab. Barito Utara;30;12;14;20;5;5;2;2;10
2022;Kalimantan Tengah;Kab. Seruyan;30;15;10,5;25;2;1,5;5;2,5;8,5
2022;Kalimantan Tengah;Kab. Gunung Mas;18;10;10;50;3;0,5;2;1;5,5
2022;Kalimantan Tengah;Kab. Pulang Pisau;23,51;26,74;13,31;25,13;3,19;2,41;0,83;1,79;3,09
2022;Kalimantan Tengah;Kab. Murung Raya;20;10;10;25;2;8;4;5;16
2022;Kalimantan Tengah;Kab. Barito Timur;32;9;7;37;1;5;6,5;1,2;1,3
2022;Kalimantan Tengah;Kota Palangkaraya;42,05;4,33;8,54;19,49;1,28;2,36;2,18;2,04;17,73
2022;Kalimantan Selatan;Kab. Tanah Laut;;;;;;;;;
2022;Kalimantan Selatan;Kab. Kotabaru;52,5;2,3;5,6;23,1;0,8;1,6;0,7;1,6;11,8
2022;Kalimantan Selatan;Kab. Banjar;;;;;;;;;
2022;Kalimantan Selatan;Kab. Barito Kuala;59,5;9,5;10,5;12;3,1;1,9;0,5;2;1
2022;Kalimantan Selatan;Kab. Tapin;;;;;;;;;
2022;Kalimantan Selatan;Kab. Hulu Sungai Selatan;55,18;1,48;13,13;25,35;2,9;0,46;0,9;0,4;0,2
2022;Kalimantan Selatan;Kab. Hulu Sungai Tengah;;;;;;;;;
2022;Kalimantan Selatan;Kab. Tabalong;36;2;17;24;1;3;1;3;13
2022;Kalimantan Selatan;Kab. Tanah Bumbu;64,04;4,23;3,2;12,3;2,1;2,2;1,24;2,23;8,46
2022;Kalimantan Selatan;Kab. Balangan;57,46;10,24;10,95;14,62;2,06;1,67;0,72;1,2;1,08
2022;Kalimantan Selatan;Kota Banjarbaru;;51,24;0,43;32,35;0,86;0;;0,52;14,6
2022;Kalimantan Timur;Kab. Paser;54,99;0,22;10,2;13,64;1,38;13,56;1,2;3,52;1,29
2022;Kalimantan Timur;Kab. Kutai Kartanegara;73,92;0,98;10,43;7,86;2,04;1,57;0,55;1,75;0,9
2022;Kalimantan Timur;Kab. Berau;55,39;1,28;3,74;26,47;9,63;0,2;0,2;0,99;2,1
2022;Kalimantan Timur;Kab. Kutai Barat;;;;;;;;;
2022;Kalimantan Timur;Kab. Kutai Timur;42;20;8;23;3;1;1;1;1
2022;Kalimantan Timur;Kab. Penajam Paser Utara;46,13;1,09;20,87;29,83;0,22;0,02;0,67;0,83;0,34
2022;Kalimantan Timur;Kab. Mahakam Ulu;50;5;8;30;3;1;1;1;1
2022;Kalimantan Timur;Kota Balikpapan;42,3;6,36;10,26;7,2;3,87;2,94;0,98;6,56;19,53
2022;Kalimantan Timur;Kota Samarinda;53,39;7;17;19,9;0,65;0,62;0,06;0,92;0,46
2022;Kalimantan Timur;Kota Bontang;44,12;6;27,5;18;2,1;0,03;0,25;1,05;0,95
2022;Kalimantan Utara;Kab. Nunukan;46,4;8,2;23,4;21,3;0,2;0,2;0,1;0,1;0,1
2022;Kalimantan Utara;Kab. Tana Tidung;;;;;;;;;
2022;Sulawesi Utara;Kab. Bolaang Mongondow;49,98;14,52;8,5;10,8;4,05;3,33;2,9;2,32;3,6
2022;Sulawesi Utara;Kab. Minahasa;;;;;;;;;
2022;Sulawesi Utara;Kab. Kepulauan Sangihe;45,1;6,89;5,2;32;0,4;3,3;0,5;2;4,61
2022;Sulawesi Utara;Kab. Minahasa Selatan;20;12;12;36;4;4;5;2;5
2022;Sulawesi Utara;Kab. Minahasa Utara;45,55;15,5;13,65;16,35;1,25;1,55;2,35;2,35;1,45
2022;Sulawesi Utara;Kab. Minahasa Tenggara;;;;;;;;;
2022;Sulawesi Utara;Kab. Bolaang Mongondow Utara;30;25;5;30;1;5;1;3;
2022;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;25;10;20;30;4;5;3;3;
2022;Sulawesi Utara;Kab. Bolaang Mongondow Timur;1;20;3;5;;2;1;3;65
2022;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;7;35;5;7;3;9;4;3;27
2022;Sulawesi Utara;Kota Manado;47,7;1,14;18,66;19,48;0,26;1,54;1,49;1,85;7,88
2022;Sulawesi Utara;Kota Bitung;50,2;2,05;16,03;15,07;0,36;1,48;1,37;1,83;11,61
2022;Sulawesi Utara;Kota Tomohon;;;;;;;;;
2022;Sulawesi Utara;Kota Kotamobagu;53,5;5;11,8;8,5;5,7;3,6;2,6;2,8;6,5
2022;Sulawesi Tengah;Kab. Banggai;33;12;21;15;6;3;2;2;6
2022;Sulawesi Tengah;Kab. Donggala;35;10;20;13;6;3;3;3;7
2022;Sulawesi Tengah;Kab. Morowali;2,2;3;2,5;8,88;3,1;1,5;2;0,2;3
2022;Sulawesi Tengah;Kab. Parigi Moutong;;;;;;;;;
2022;Sulawesi Tengah;Kab. Sigi;;;;;;;;;
2022;Sulawesi Tengah;Kab. Banggai Laut;;;;;;;;;
2022;Sulawesi Tengah;Kab. Morowali Utara;;;;;;;;;
2022;Sulawesi Tengah;Kota Palu;70,96;0,77;9,44;10,43;1,9;1,06;0,6;0,59;4,25
